postcode,zone,zone_name,color,delivery_days,depot
3154,6,Sone 6,#10B981,,
3157,6,Sone 6,#10B981,,
3158,6,Sone 6,#10B981,,
3159,6,Sone 6,#10B981,,
3160,6,Sone 6,#10B981,,
3170,6,Sone 6,#10B981,,
3171,6,Sone 6,#10B981,,
3172,6,Sone 6,#10B981,,
3173,6,Sone 6,#10B981,,
3174,6,Sone 6,#10B981,,
3175,6,Sone 6,#10B981,,
3176,6,Sone 6,#10B981,,
3178,6,Sone 6,#10B981,,
3179,6,Sone 6,#10B981,,
3180,6,Sone 6,#10B981,,
3181,6,Sone 6,#10B981,,
3182,6,Sone 6,#10B981,,
3183,6,Sone 6,#10B981,,
3184,6,Sone 6,#10B981,,
3185,6,Sone 6,#10B981,,
3186,6,Sone 6,#10B981,,
3187,6,Sone 6,#10B981,,
3188,6,Sone 6,#10B981,,
3189,6,Sone 6,#10B981,,
3208,6,Sone 6,#10B981,,
3209,6,Sone 6,#10B981,,
3210,6,Sone 6,#10B981,,
3211,6,Sone 6,#10B981,,
3212,6,Sone 6,#10B981,,
3213,6,Sone 6,#10B981,,
3214,6,Sone 6,#10B981,,
3215,6,Sone 6,#10B981,,
3216,6,Sone 6,#10B981,,
3217,6,Sone 6,#10B981,,
3218,6,Sone 6,#10B981,,
3219,6,Sone 6,#10B981,,
3220,6,Sone 6,#10B981,,
3221,6,Sone 6,#10B981,,
3222,6,Sone 6,#10B981,,
3223,6,Sone 6,#10B981,,
3224,6,Sone 6,#10B981,,
3225,6,Sone 6,#10B981,,
3226,6,Sone 6,#10B981,,
3227,6,Sone 6,#10B981,,
3228,6,Sone 6,#10B981,,
3229,6,Sone 6,#10B981,,
3230,6,Sone 6,#10B981,,
3231,6,Sone 6,#10B981,,
3232,6,Sone 6,#10B981,,
3233,6,Sone 6,#10B981,,
3234,6,Sone 6,#10B981,,
3235,6,Sone 6,#10B981,,
3236,6,Sone 6,#10B981,,
3237,6,Sone 6,#10B981,,
3238,6,Sone 6,#10B981,,
3239,6,Sone 6,#10B981,,
3241,6,Sone 6,#10B981,,
3242,6,Sone 6,#10B981,,
3243,6,Sone 6,#10B981,,
3244,6,Sone 6,#10B981,,
3256,28,Larvik / Stavern,#0C4A6E,,
3257,28,Larvik / Stavern,#0C4A6E,,
3258,28,Larvik / Stavern,#0C4A6E,,
3259,28,Larvik / Stavern,#0C4A6E,,
3260,28,Larvik / Stavern,#0C4A6E,,
3261,28,Larvik / Stavern,#0C4A6E,,
3262,28,Larvik / Stavern,#0C4A6E,,
3263,28,Larvik / Stavern,#0C4A6E,,
3264,28,Larvik / Stavern,#0C4A6E,,
3265,28,Larvik / Stavern,#0C4A6E,,
3267,28,Larvik / Stavern,#0C4A6E,,
3268,28,Larvik / Stavern,#0C4A6E,,
3269,28,Larvik / Stavern,#0C4A6E,,
3270,28,Larvik / Stavern,#0C4A6E,,
3271,28,Larvik / Stavern,#0C4A6E,,
3274,28,Larvik / Stavern,#0C4A6E,,
3275,28,Larvik / Stavern,#0C4A6E,,
3277,28,Larvik / Stavern,#0C4A6E,,
3280,28,Larvik / Stavern,#0C4A6E,,
3282,28,Larvik / Stavern,#0C4A6E,,
3290,28,Larvik / Stavern,#0C4A6E,,
3292,28,Larvik / Stavern,#0C4A6E,,
3294,28,Larvik / Stavern,#0C4A6E,,
3295,28,Larvik / Stavern,#0C4A6E,,
3296,28,Larvik / Stavern,#0C4A6E,,
3300,5,Sone 5,#14B8A6,,
3302,5,Sone 5,#14B8A6,,
3303,5,Sone 5,#14B8A6,,
3320,5,Sone 5,#14B8A6,,
3322,5,Sone 5,#14B8A6,,
3330,5,Sone 5,#14B8A6,,
3340,21,Drammen Nord + Åmot-Vikersund,#79A9FF,,
3360,21,Drammen Nord + Åmot-Vikersund,#79A9FF,,
3370,21,Drammen Nord + Åmot-Vikersund,#79A9FF,,
3402,4,Sone 4,#06B6D4,,
3403,4,Sone 4,#06B6D4,,
3404,4,Sone 4,#06B6D4,,
3405,4,Sone 4,#06B6D4,,
3406,4,Sone 4,#06B6D4,,
3408,4,Sone 4,#06B6D4,,
3409,4,Sone 4,#06B6D4,,
3410,4,Sone 4,#06B6D4,,
3413,4,Sone 4,#06B6D4,,
3414,4,Sone 4,#06B6D4,,
3420,4,Sone 4,#06B6D4,,
3425,4,Sone 4,#06B6D4,,
3426,4,Sone 4,#06B6D4,,
3427,4,Sone 4,#06B6D4,,
3430,4,Sone 4,#06B6D4,,
3440,4,Sone 4,#06B6D4,,
3442,3,Sone 3,#0EA5E9,,
3470,3,Sone 3,#0EA5E9,,
3472,3,Sone 3,#0EA5E9,,
3474,3,Sone 3,#0EA5E9,,
3475,3,Sone 3,#0EA5E9,,
3477,3,Sone 3,#0EA5E9,,
3478,3,Sone 3,#0EA5E9,,
3480,3,Sone 3,#0EA5E9,,
3482,3,Sone 3,#0EA5E9,,
3483,3,Sone 3,#0EA5E9,,
3484,3,Sone 3,#0EA5E9,,
3490,3,Sone 3,#0EA5E9,,
3510,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3511,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3512,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3513,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3514,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3515,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3518,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3530,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3531,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3533,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3538,22,Billingstad + Sollihøgda-Hønefoss,#A9D67D,,
3610,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3611,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3612,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3613,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3614,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3615,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3616,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3617,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3619,20,Drammen Vest + Kongsberg-Skollenborg,#B88AF0,,
3710,29,Skien / Siljan,#4D7C0F,,
3711,29,Skien / Siljan,#4D7C0F,,
3712,29,Skien / Siljan,#4D7C0F,,
3713,29,Skien / Siljan,#4D7C0F,,
3714,29,Skien / Siljan,#4D7C0F,,
3715,29,Skien / Siljan,#4D7C0F,,
3716,29,Skien / Siljan,#4D7C0F,,
3717,29,Skien / Siljan,#4D7C0F,,
3718,29,Skien / Siljan,#4D7C0F,,
3719,29,Skien / Siljan,#4D7C0F,,
3720,29,Skien / Siljan,#4D7C0F,,
3721,29,Skien / Siljan,#4D7C0F,,
3722,29,Skien / Siljan,#4D7C0F,,
3723,29,Skien / Siljan,#4D7C0F,,
3724,29,Skien / Siljan,#4D7C0F,,
3725,29,Skien / Siljan,#4D7C0F,,
3726,29,Skien / Siljan,#4D7C0F,,
3727,29,Skien / Siljan,#4D7C0F,,
3728,29,Skien / Siljan,#4D7C0F,,
3729,29,Skien / Siljan,#4D7C0F,,
3730,29,Skien / Siljan,#4D7C0F,,
3731,29,Skien / Siljan,#4D7C0F,,
3732,29,Skien / Siljan,#4D7C0F,,
3733,29,Skien / Siljan,#4D7C0F,,
3734,29,Skien / Siljan,#4D7C0F,,
3735,29,Skien / Siljan,#4D7C0F,,
3736,29,Skien / Siljan,#4D7C0F,,
3737,29,Skien / Siljan,#4D7C0F,,
3738,29,Skien / Siljan,#4D7C0F,,
3739,29,Skien / Siljan,#4D7C0F,,
3740,29,Skien / Siljan,#4D7C0F,,
3741,29,Skien / Siljan,#4D7C0F,,
3742,29,Skien / Siljan,#4D7C0F,,
3743,29,Skien / Siljan,#4D7C0F,,
3744,29,Skien / Siljan,#4D7C0F,,
3746,29,Skien / Siljan,#4D7C0F,,
3747,29,Skien / Siljan,#4D7C0F,,
3748,29,Skien / Siljan,#4D7C0F,,
3910,30,Porsgrunn / Bamble,#831843,,
3911,30,Porsgrunn / Bamble,#831843,,
3912,30,Porsgrunn / Bamble,#831843,,
3913,30,Porsgrunn / Bamble,#831843,,
3914,30,Porsgrunn / Bamble,#831843,,
3915,30,Porsgrunn / Bamble,#831843,,
3916,30,Porsgrunn / Bamble,#831843,,
3917,30,Porsgrunn / Bamble,#831843,,
3918,30,Porsgrunn / Bamble,#831843,,
3919,30,Porsgrunn / Bamble,#831843,,
3920,30,Porsgrunn / Bamble,#831843,,
3921,30,Porsgrunn / Bamble,#831843,,
3922,30,Porsgrunn / Bamble,#831843,,
3924,30,Porsgrunn / Bamble,#831843,,
3925,30,Porsgrunn / Bamble,#831843,,
3928,30,Porsgrunn / Bamble,#831843,,
3929,30,Porsgrunn / Bamble,#831843,,
3930,30,Porsgrunn / Bamble,#831843,,
3931,30,Porsgrunn / Bamble,#831843,,
3933,30,Porsgrunn / Bamble,#831843,,
3936,30,Porsgrunn / Bamble,#831843,,
3937,30,Porsgrunn / Bamble,#831843,,
3940,30,Porsgrunn / Bamble,#831843,,
3941,30,Porsgrunn / Bamble,#831843,,
3942,30,Porsgrunn / Bamble,#831843,,
3943,30,Porsgrunn / Bamble,#831843,,
3944,30,Porsgrunn / Bamble,#831843,,
3946,30,Porsgrunn / Bamble,#831843,,
3947,30,Porsgrunn / Bamble,#831843,,
3948,30,Porsgrunn / Bamble,#831843,,
3949,30,Porsgrunn / Bamble,#831843,,
3950,30,Porsgrunn / Bamble,#831843,,
3960,30,Porsgrunn / Bamble,#831843,,
3961,30,Porsgrunn / Bamble,#831843,,
3962,30,Porsgrunn / Bamble,#831843,,
3965,30,Porsgrunn / Bamble,#831843,,
3967,30,Porsgrunn / Bamble,#831843,,
3970,30,Porsgrunn / Bamble,#831843,,
