postcode,zone,zone_name,color,delivery_days,depot
3021,4,Sone 4,#06B6D4,,
3022,4,Sone 4,#06B6D4,,
3023,4,Sone 4,#06B6D4,,
3024,4,Sone 4,#06B6D4,,
3025,4,Sone 4,#06B6D4,,
3026,4,Sone 4,#06B6D4,,
3027,4,Sone 4,#06B6D4,,
3028,4,Sone 4,#06B6D4,,
3029,4,Sone 4,#06B6D4,,
3030,4,Sone 4,#06B6D4,,
3031,4,Sone 4,#06B6D4,,
3032,4,Sone 4,#06B6D4,,
3033,4,Sone 4,#06B6D4,,
3034,4,Sone 4,#06B6D4,,
3035,4,Sone 4,#06B6D4,,
3036,4,Sone 4,#06B6D4,,
3037,4,Sone 4,#06B6D4,,
3038,4,Sone 4,#06B6D4,,
3039,4,Sone 4,#06B6D4,,
3040,4,Sone 4,#06B6D4,,
3041,4,Sone 4,#06B6D4,,
3042,4,Sone 4,#06B6D4,,
3043,4,Sone 4,#06B6D4,,
3044,4,Sone 4,#06B6D4,,
3045,4,Sone 4,#06B6D4,,
3046,4,Sone 4,#06B6D4,,
3047,4,Sone 4,#06B6D4,,
3048,4,Sone 4,#06B6D4,,
3050,5,Sone 5,#14B8A6,,
3053,4,Sone 4,#06B6D4,,
3055,4,Sone 4,#06B6D4,,
3057,4,Sone 4,#06B6D4,,
3058,4,Sone 4,#06B6D4,,
3060,4,Sone 4,#06B6D4,,
3070,24,Vestfold Nord,#BE8A62,,
3072,24,Vestfold Nord,#BE8A62,,
3073,24,Vestfold Nord,#BE8A62,,
3074,24,Vestfold Nord,#BE8A62,,
3075,4,Sone 4,#06B6D4,,
3076,24,Vestfold Nord,#BE8A62,,
3077,24,Vestfold Nord,#BE8A62,,
3080,24,Vestfold Nord,#BE8A62,,
3083,24,Vestfold Nord,#BE8A62,,
3084,24,Vestfold Nord,#BE8A62,,
3085,24,Vestfold Nord,#BE8A62,,
3086,24,Vestfold Nord,#BE8A62,,
3089,24,Vestfold Nord,#BE8A62,,
3090,24,Vestfold Nord,#BE8A62,,
3092,24,Vestfold Nord,#BE8A62,,
3095,24,Vestfold Nord,#BE8A62,,
3110,6,Sone 6,#10B981,,
3111,6,Sone 6,#10B981,,
3112,6,Sone 6,#10B981,,
3113,6,Sone 6,#10B981,,
3114,6,Sone 6,#10B981,,
3115,6,Sone 6,#10B981,,
3116,6,Sone 6,#10B981,,
3117,6,Sone 6,#10B981,,
3118,6,Sone 6,#10B981,,
3122,6,Sone 6,#10B981,,
3123,6,Sone 6,#10B981,,
3124,6,Sone 6,#10B981,,
3125,6,Sone 6,#10B981,,
3126,6,Sone 6,#10B981,,
3127,6,Sone 6,#10B981,,
3150,6,Sone 6,#10B981,,
3151,6,Sone 6,#10B981,,
3152,6,Sone 6,#10B981,,
3153,6,Sone 6,#10B981,,
